IDs_height_cut
STEI.05149
STEI.05383
STEI.05382
STEI.03112
STEI.03102
STEI.01338
STEI.05598
TALL.01905
TALL.02155
TALL.02155
TALL.01106
TALL.01092
TALL.00995
TALL.00667
TALL.00380
TALL.00474
TALL.00562
TALL.01834
TALL.00925
TALL.00964
TALL.00922
TALL.02782
TALL.02805
TALL.02805
TALL.00207
TALL.02017
TALL.02026
TALL.03426
TALL.03295
TALL.03408
TALL.00213
TALL.00248
TALL.00231
TALL.01903
TALL.01906
TALL.01918
TALL.02342
TALL.02330
UKFS.03592
UKFS.03593
UKFS.03591
UKFS.00022
UKFS.00079
UKFS.00085
UKFS.00084
UKFS.00083
UKFS.03597
UKFS.03597
UKFS.03599
UKFS.03597
UKFS.03597
UKFS.03402
UKFS.03403
UKFS.03401
UKFS.03601
UKFS.03603
UKFS.03600
UKFS.03405
UKFS.03404
UKFS.03595
UKFS.03596
UKFS.03594
UKFS.02398
UKFS.02202
UKFS.02399
UKFS.00187
UKFS.00021
UKFS.00006
UKFS.00595
UKFS.00552
UKFS.00544
UKFS.00828
UKFS.00864
UKFS.00865
SJER.00155
SJER.00291
SJER.00291
SJER.00241
SJER.04940
SJER.04990
SJER.04990
SJER.04192
SJER.04192
SJER.04193
SJER.04193
