individualID,plotID,siteID,taxonID,plntStt,ntrgnPr,crbnPrc,CNratio,extrCAC,extrCBC,extrcCC,lgnnPrc,clllsPr,lfMssPA,dryMssF,geometry,elevation,stemDiameter,height
KONZ.05405Z,KONZ_025,KONZ,JUNI,OK,2.97,46.34,15.6,1.93,0.49,0.6,8.13,14.08,35.9,0.313,"list(c(-96.5962569082559, -96.596235405327, -96.5962050202494, -96.5962049250845, -96.5962048435147, -96.5962214159497, -96.5962351016902, -96.5962359083369, -96.5962569082559, 39.1040759450228, 39.1040884968839, 39.1040751740551, 39.1040647094743, 39.1040557398335, 39.1040556677501, 39.1040551098881, 39.1040645747081, 39.1040759450228))",339.71,17.7,8.3
UKFS.00544,UKFS_043,UKFS,ULAM,OK,2.8,45.96,16.4,9.82,2.96,2.16,20.22,24.02,48.8,0.325,"list(c(-95.1945026018575, -95.1944939088076, -95.1944852239022, -95.1944795371478, -95.1944767426473, -95.1944777583233, -95.1944797489446, -95.1944807809123, -95.1944750941607, -95.1944693992639, -95.1944627701533, -95.1944551335134, -95.1944542318843, -95.1944581072276, -95.1944648666755, -95.1944754851722, -95.1944860303533, -95.1944917415407, -95.1944965185134, -95.194504212174, -95.1945176333142, -95.194525286246, -95.1945232874844, -95.1945165280395, -95.1945107353927, -95.19450684376, -95.1945115962973, 
-95.1945230512623, -95.1945181928308, -95.1945028136483, -95.1944989301597, -95.1945007741542, -95.1945074277087, -95.1945093042873, -95.1945026018575, 39.035164180072, 39.0351694392684, 39.0351740347196, 39.0351686909234, 39.0351620365582, 39.0351573959869, 39.0351514335666, 39.0351454655062, 39.0351401217096, 39.0351354416572, 39.0351287647308, 39.0351260646309, 39.0351214127789, 39.0351181166173, 39.0351141736316, 39.0351082619724, 39.0351083240132, 39.035111676576, 39.035113032265, 39.0351110861508, 
39.0351111651089, 39.0351125377163, 39.0351191638821, 39.0351231068707, 39.0351263917543, 39.0351310154064, 39.0351343623284, 39.0351384124733, 39.0351436942304, 39.0351469227151, 39.0351508826224, 39.0351568676028, 39.0351615532936, 39.0351648832958, 39.035164180072))",292.06,12.9,NA
UKFS.00552,UKFS_043,UKFS,FRAM2,OK,2.51,48.15,19.2,7.51,2.02,1.72,17.54,27.77,74.2,0.412,"list(c(-95.1943039050779, -95.1942962358238, -95.1942862188158, -95.1942805198381, -95.1942743374587, -95.1942715307484, -95.1942701498008, -95.1942735702835, -95.1942774456494, -95.1942798585863, -95.1942832383275, -95.1942856675602, -95.1942861631843, -95.1942876459826, -95.1942905504689, -95.194294429907, -95.1942992517049, -95.1943050117889, -95.1943155407098, -95.1943227061872, -95.1943269671801, -95.1943273935488, -95.19432781177, -95.194328697098, -95.1943286074746, -95.194320885263, -95.194314641774, 
-95.1943117332134, -95.1943102748591, -95.1943039050779, 39.0353790753653, 39.0353790302346, 39.0353749885341, 39.0353706403475, 39.035366621212, 39.0353609624608, 39.0353563077883, 39.0353510175792, 39.0353477214237, 39.0353464080388, 39.0353444365509, 39.0353417956773, 39.0353404710093, 39.0353368288777, 39.0353345226968, 39.0353308946685, 39.0353285997702, 39.0353279698738, 39.0353293594164, 39.0353313929584, 39.0353357326818, 39.0353400498405, 39.0353450307435, 39.0353510100835, 39.035358311271, 
39.0353625804797, 39.0353635394283, 39.0353661774817, 39.0353678283806, 39.0353790753653))",287.69,24.6,NA
UKFS.03401,UKFS_005,UKFS,ULAM,OK,2.22,46.83,21.1,6.03,1.83,1.35,15.1,20.84,40.9,0.313,"list(c(-95.204835193308, -95.2048307255452, -95.2048492274492, -95.2048717826041, -95.204877452177, -95.2048646843542, -95.204835193308, 39.0544536735118, 39.0544489495883, 39.0544531285932, 39.0544588971219, 39.0544764691781, 39.0544845382259, 39.0544536735118))",318.21,9,4.7
UKFS.00595,UKFS_043,UKFS,CEOC,OK,3.42,44.83,13.1,8.79,2.33,2.27,8.9,15.41,44.5,0.355,"list(c(-95.1943590604412, -95.1943666726511, -95.194364682016, -95.1943597665312, -95.1943577351586, -95.1943595547024, -95.1943680766893, -95.1943659719923, -95.1943505031397, -95.1943370656595, -95.1943236933599, -95.1943045691261, -95.19429123757, -95.1942817813802, -95.1942809775376, -95.194284942528, -95.1942898009886, -95.1942946757443, -95.1943014922527, -95.1943073175133, -95.1943170018355, -95.1943266780077, -95.194334412426, -95.1943468912318, -95.194350619935, -95.1943533981316, -95.1943590604412, 
39.0352595854136, 39.0352642767516, 39.0352702391693, 39.0352801671306, 39.0352894482701, 39.0352974244843, 39.0353061039291, 39.0353213587674, 39.0353318884219, 39.0353331369362, 39.0353290754944, 39.0353249802036, 39.0353176000369, 39.035306923713, 39.0352943069287, 39.0352837095847, 39.0352784278368, 39.0352718186, 39.0352632294124, 39.0352572895607, 39.0352493810404, 39.0352421362638, 39.0352368714375, 39.0352356172823, 39.0352442685237, 39.0352522503796, 39.0352595854136))",292.06,30.9,NA
UKFS.03402,UKFS_005,UKFS,CAOV2,OK,2.17,46.21,21.3,10.58,3.57,2.75,18.99,25.58,39.7,0.401,"list(c(-95.2048129219098, -95.2048123930688, -95.2048156758016, -95.2048208700339, -95.2048279597698, -95.2048336828431, -95.2048418279769, -95.2048439661938, -95.2048433733706, -95.2048297067425, -95.2048264240094, -95.20482150905, -95.2048149572941, -95.2048111388641, -95.2048051410856, -95.2048002512627, -95.2047964533994, -95.2047921335511, -95.2047910758699, -95.2047938389035, -95.2047987492922, -95.2048039275289, -95.2048096506026, -95.2048129219098, 39.0545004995881, 39.0544991765434, 39.0544980641966, 
39.0544965858122, 39.0544960612715, 39.0544959059312, 39.0544982160331, 39.0545016226664, 39.054505579147, 39.0545092711555, 39.0545103835028, 39.0545112978055, 39.0545123911727, 39.0545127461383, 39.0545130884505, 39.0545119286534, 39.0545105866285, 39.0545073558954, 39.054504709806, 39.0545015201972, 39.0545009830043, 39.0545008245018, 39.0545006691626, 39.0545004995881))",318.21,13.5,12.2
UKFS.03403,UKFS_005,UKFS,QURU,OK,2.45,48.88,19.9,7.93,2.6,1.63,17.9,17.97,38.9,0.366,"list(c(-95.2048328889317, -95.2048504608223, -95.2048624746573, -95.2048712377493, -95.2048789111664, -95.2048843138373, -95.2048874731826, -95.2048917861809, -95.2048928118775, -95.2048851293189, -95.2048796900868, -95.2048753039698, -95.2048697824784, -95.2048653872205, -95.2048577320785, -95.2048479524279, -95.2048403064256, -95.2048338049395, -95.2048305633371, -95.2048295193646, -95.2048295559262, -95.2048328889317, 39.0545164552047, 39.0545052431595, 39.0545030500953, 39.0544993296157, 39.0544956028094, 
39.0544994055293, 39.0545084751219, 39.0545122715154, 39.0545175573665, 39.0545220383913, 39.0545212525429, 39.054523489892, 39.0545294920039, 39.0545324835703, 39.05453470194, 39.0545323823495, 39.0545338465004, 39.0545307916703, 39.0545285100373, 39.0545247326216, 39.0545217157502, 39.0545164552047))",318.21,22.6,14.1
UKFS.00083,UKFS_003,UKFS,ULAM,OK,2.23,44.64,20,8.85,2.7,1.93,9.99,19.21,48.5,0.371,"list(c(-95.1881233852159, -95.1881436447517, -95.1881478622185, -95.1881399334247, -95.1881139724499, -95.1881071021677, -95.1881059073687, -95.1881050935352, -95.1881233852159, 39.0525537426177, 39.0525607544654, 39.0525697687046, 39.0525808084307, 39.0525797556095, 39.0525752202623, 39.0525668232234, 39.0525626234209, 39.0525537426177))",325.07,1.1,NA
UKFS.00083,UKFS_003,UKFS,ULAM,OK,2.2,44.67,20.3,8.85,2.7,1.93,9.99,19.21,48.5,0.371,"list(c(-95.1881233852159, -95.1881436447517, -95.1881478622185, -95.1881399334247, -95.1881139724499, -95.1881071021677, -95.1881059073687, -95.1881050935352, -95.1881233852159, 39.0525537426177, 39.0525607544654, 39.0525697687046, 39.0525808084307, 39.0525797556095, 39.0525752202623, 39.0525668232234, 39.0525626234209, 39.0525537426177))",325.07,1.1,NA
UKFS.00084,UKFS_003,UKFS,MOAL,OK,3.07,43.54,14.2,9.68,2.87,2.22,5.17,16.85,27.2,0.286,"list(c(-95.1881695632272, -95.1881583086426, -95.1881454931132, -95.188151690437, -95.1881669260963, -95.1881806481408, -95.1881856979904, -95.1881787127809, -95.1881709359742, -95.1881695632272, 39.05263521914, 39.0526351524255, 39.0526212929593, 39.0526102429695, 39.0526034415342, 39.0526140103184, 39.052625726261, 39.0526304791155, 39.0526292344521, 39.05263521914))",325.07,1.2,NA
UKFS.00082,UKFS_003,UKFS,MAPO,OK,2.94,42.4,14.4,6.37,1.76,1.45,4.8,16.66,41.9,0.288,"list(c(-95.1881406397522, -95.1881358188848, -95.1881271170298, -95.188125311411, -95.1881170906176, -95.1881063504678, -95.1881068723125, -95.1881151635429, -95.1881152525182, -95.1881274358533, -95.1881395190924, -95.1881468519029, -95.1881423601041, -95.1881406397522, 39.0525936971925, 39.052598462875, 39.0526020069858, 39.0526079891073, 39.0526076407326, 39.0526009849556, 39.0525937966587, 39.0525884522674, 39.0525812614043, 39.0525762397262, 39.0525793077682, 39.0525814487254, 39.0525946063145, 
39.0525936971925))",325.07,NA,1
UKFS.00865,UKFS_044,UKFS,QUMU,OK,2.56,48.8,19.1,8.59,2.53,2.03,17.99,20.87,61,0.443,"list(c(-95.1877273187702, -95.1877126299394, -95.1877120183561, -95.187745085922, -95.1877458077041, -95.1877366065258, -95.1877273187702, 39.0380815679782, 39.0380808448482, 39.0380560376253, 39.0380562337941, 39.0380721378161, 39.0380733552115, 39.0380815679782))",287.97,45.7,NA
UKFS.00828,UKFS_044,UKFS,CEOC,OK,2.68,46.18,17.2,9.41,2.6,2.27,16.21,17.77,47.1,0.364,"list(c(-95.1880965249595, -95.1880631330373, -95.1880432329899, -95.1880422838956, -95.1880502405793, -95.1880582162884, -95.1880861205681, -95.1881035991245, -95.1881000667999, -95.1880965249595, 39.0381331623041, 39.038138348245, 39.0381305388838, 39.0381174579534, 39.0381028915636, 39.0380867870148, 39.0380761845866, 39.038100131428, 39.0381162623268, 39.0381331623041))",288.44,33.5,NA
UKFS.03600,UKFS_007,UKFS,QUMU,OK,2.96,48.82,16.5,10.13,3.02,2.27,10.5,16.12,54.9,0.383,"list(c(-95.2053467203758, -95.2053350637127, -95.205325066254, -95.2053134384338, -95.2053105501499, -95.2053226080942, -95.2053257127232, -95.2053331150024, -95.2053446670993, -95.2053467203758, 39.0371491404845, 39.037152646647, 39.0371612253436, 39.0371623491279, 39.0371522065536, 39.037151085266, 39.037143360018, 39.037135957531, 39.0371410874828, 39.0371491404845))",274.51,8.6,6
UKFS.02982,UKFS_007,UKFS,ULAM,OK,2.53,45.86,18.1,8.9,2.9,1.96,15.5,23.27,38.9,0.335,"list(c(-95.2053713612001, -95.2053721421307, -95.2053600481261, -95.2053558874842, -95.2053499738899, -95.2053577990834, -95.2053651580941, -95.2053713612001, 39.0371745980182, 39.0371811545453, 39.0371852538075, 39.0371736147604, 39.037164645901, 39.0371578415032, 39.037154012579, 39.0371745980182))",274.51,1.1,NA
UKFS.02216,UKFS_007,UKFS,JUNI,OK,2.96,44.26,14.9,6.76,1.92,1.8,4.04,12.57,38.1,0.333,"list(c(-95.2052585589971, -95.2052667849938, -95.2052497866152, -95.2052221885737, -95.205224890483, -95.2052244958704, -95.2052452611288, -95.2052585589971, 39.037162472045, 39.037187402029, 39.0371826643023, 39.037198108222, 39.0371761937986, 39.0371584787286, 39.0371539602011, 39.037162472045))",274.36,11.8,6.7
UKFS.00187,UKFS_032,UKFS,CAOV2,OK,2.1,46.98,22.4,7.06,1.7,1.82,17.5,21.48,92.5,0.45,"list(c(-95.1969824008108, -95.1969708095817, -95.1969522439692, -95.1969364273907, -95.1969507827024, -95.1969731065267, -95.1969943007013, -95.1969950388715, -95.1969824008108, 39.0416179856376, 39.0416209942357, 39.0416128862623, 39.0415980259446, 39.0415870344657, 39.0415785509765, 39.0415897509369, 39.0416020615643, 39.0416179856376))",302.47,29.1,NA
UKFS.00022,UKFS_002,UKFS,CEOC,OK,3.2,42.36,13.2,9.19,2.79,2.15,6.63,18.79,30,0.322,"list(c(-95.2085480743792, -95.2085605867361, -95.2085663074836, -95.2085720202268, -95.2085777249659, -95.2085824709112, -95.2085785636911, -95.2085736736616, -95.2085688316591, -95.208558260901, -95.2085467713721, -95.2085420494427, -95.2085392611136, -95.2085422415626, -95.2085480743792, 39.0463394662475, 39.0463355559693, 39.0463382440937, 39.0463415959372, 39.0463456114995, 39.0463496215205, 39.046355572829, 39.0463635097537, 39.0463674643629, 39.0463693945667, 39.0463680006323, 39.0463619994526, 
39.046354681917, 39.0463460701915, 39.0463394662475))",314.62,9.3,NA
UKFS.00079,UKFS_002,UKFS,MAPO,OK,2.99,42.95,14.4,8.82,2.65,1.95,12.61,16.19,39.5,0.272,"list(c(-95.2086085567499, -95.208621061113, -95.2086334214014, -95.2086285153655, -95.2086236093282, -95.2086042653186, -95.2085975297326, -95.2085917769559, -95.2085880218168, -95.2085833158872, -95.208580511541, -95.2085786579864, -95.2085806316102, -95.2085835640293, -95.2085951176035, -95.2086085567499, 39.0464128299926, 39.0464095834284, 39.0464182838081, 39.0464275481724, 39.0464368125364, 39.0464506398203, 39.0464525921908, 39.0464525589446, 39.046445899589, 39.046438570973, 39.0464325808773, 
39.0464272600418, 39.04642262509, 39.0464179956793, 39.0464140798572, 39.0464128299926))",316.81,1.4,NA
UKFS.00085,UKFS_002,UKFS,ULAM,OK,2.65,45.34,17.1,9.1,3.01,1.88,11.42,21.97,39.2,0.309,"list(c(-95.2086328034042, -95.2086327512405, -95.2086289551367, -95.2086264191841, -95.2086226491617, -95.2086188634896, -95.2086144894731, -95.2086070015922, -95.2086026588751, -95.2085989462344, -95.2085971081723, -95.2085971446885, -95.2086015760865, -95.2086053930576, -95.2086110480901, -95.2086160521807, -95.2086216759139, -95.208626648706, -95.2086272787816, -95.2086328034042, 39.0462748403253, 39.0462791658781, 39.0462830372095, 39.0462860506524, 39.0462877592072, 39.0462907654278, 39.0462907401503, 
39.0462898317066, 39.0462872110971, 39.0462841615433, 39.0462811228229, 39.046278094936, 39.046273362106, 39.0462677605541, 39.0462651977223, 39.0462647940558, 39.0462648265553, 39.04626701822, 39.0462665892758, 39.0462748403253))",314.62,1,NA
UKFS.00006,UKFS_032,UKFS,QUMU,OK,2.18,51.74,23.8,5.02,1.15,1.32,19.51,17.1,80.8,0.481,"list(c(-95.1969199753814, -95.1969209264168, -95.1969175841381, -95.1969034116619, -95.1968881958551, -95.1968850104844, -95.196885102785, -95.1968807910148, -95.1968743095151, -95.196870034667, -95.1968744387378, -95.1968863953264, -95.1968951019359, -95.1969092374859, -95.1969179256367, -95.1969199753814, 39.041711556051, 39.0417228760907, 39.0417288908684, 39.041729562045, 39.0417264556137, 39.041719648254, 39.0417121058206, 39.0417083090441, 39.041703745244, 39.0416969314936, 39.041693185837, 
39.0416955188569, 39.0416963242194, 39.041698670017, 39.0417009838648, 39.041711556051))",302.48,21,NA
UKFS.00021,UKFS_032,UKFS,FRAM2,OK,2.03,48.68,24,6.66,1.84,1.58,19.08,25.83,86.2,0.426,"list(c(-95.1968891930353, -95.1968945019887, -95.1968911043263, -95.1968790831155, -95.1968671172853, -95.1968606819334, -95.1968596478348, -95.196861900639, -95.1968663324039, -95.1968891930353, 39.0417340044368, 39.041745350036, 39.0417558902726, 39.0417588369564, 39.0417572581793, 39.0417489231624, 39.0417443913124, 39.0417383701462, 39.0417323617602, 39.0417340044368))",306.22,13.5,NA
UKFS.02202,UKFS_031,UKFS,CEOC,OK,2.85,45.48,15.9,7.38,2.14,1.73,11.2,16.71,56.2,0.38,"list(c(-95.1922294595351, -95.192224067007, -95.1922114894866, -95.192191110926, -95.1921885509694, -95.1921797628343, -95.1921852841018, -95.1922066876161, -95.1922226683113, -95.1922286844623, -95.1922294595351, 39.0366927564601, 39.0366976471318, 39.0367086485208, 39.0367036058052, 39.0366949763518, 39.0366869254629, 39.0366715752701, 39.0366655484407, 39.036666873344, 39.0366835222268, 39.0366927564601))",287.26,31.1,NA
UKFS.02398,UKFS_031,UKFS,CAOV2,OK,2.69,46.77,17.4,7.27,2.09,1.67,20.28,25.11,64.1,0.403,"list(c(-95.1920720084167, -95.1920915573574, -95.1920926328357, -95.1920936804605, -95.1920952774304, -95.1920968651159, -95.1920973633962, -95.1920995097114, -95.192104924243, -95.192106502645, -95.192102098601, -95.1920982439015, -95.1920922289593, -95.1920884346087, -95.1920802687088, -95.1920754128071, -95.1920700075609, -95.1920657102903, -95.1920635871885, -95.1920625442075, -95.1920609843786, -95.1920643268728, -95.1920720084167, 39.0366052171776, 39.0366102355439, 39.0366113733546, 39.0366147739303, 
39.0366178005926, 39.0366215815098, 39.0366253559989, 39.0366280087477, 39.0366306807806, 39.0366352159527, 39.0366389615153, 39.0366423331643, 39.0366441834469, 39.0366426524382, 39.036642227099, 39.0366384268967, 39.0366350006076, 39.0366300722367, 39.0366255338499, 39.0366217561466, 39.0366157124639, 39.0366096977091, 39.0366052171776))",283.33,26.4,NA
UKFS.02399,UKFS_031,UKFS,QUVE,OK,2.3,50.23,21.9,7.28,1.97,1.59,17.21,20.3,81,0.433,"list(c(-95.1920807708675, -95.1920922325309, -95.1920868248487, -95.1920787208973, -95.1920644796515, -95.1920539899599, -95.1920461132267, -95.1920444419489, -95.192044547986, -95.1920605665377, -95.1920693319282, -95.1920843330711, -95.1920807708675, 39.0366426543132, 39.0366501056738, 39.0366562268725, 39.036664793404, 39.0366665553017, 39.0366523412562, 39.036642449804, 39.0366338255911, 39.036625211866, 39.0366234604579, 39.0366333571534, 39.0366420600219, 39.0366426543132))",283.33,33,NA
UKFS.03602,UKFS_006,UKFS,MAPO,OK,2.67,42.61,16,7.02,2.14,1.54,6.76,17.87,42.9,0.279,"list(c(-95.1986657858433, -95.1986363636906, -95.1986339156749, -95.1986465742132, -95.1986741289679, -95.1986837009849, -95.1986657858433, 39.0337336506775, 39.0337414775579, 39.0337236191089, 39.0337058490796, 39.0337053950414, 39.0337220645563, 39.0337336506775))",319.93,25,8.9
UKFS.03602,UKFS_006,UKFS,MAPO,OK,2.58,42.45,16.5,7.02,2.14,1.54,6.76,17.87,42.9,0.279,"list(c(-95.1986657858433, -95.1986363636906, -95.1986339156749, -95.1986465742132, -95.1986741289679, -95.1986837009849, -95.1986657858433, 39.0337336506775, 39.0337414775579, 39.0337236191089, 39.0337058490796, 39.0337053950414, 39.0337220645563, 39.0337336506775))",319.93,25,8.9
UKFS.03599,UKFS_004,UKFS,MAPO,OK,2.89,45.08,15.6,7.19,1.88,1.89,7.95,16.86,79.4,0.3,"list(c(-95.2028076200613, -95.2028143232863, -95.2028190203126, -95.2028217353286, -95.2028264404198, -95.2028350369725, -95.2028416595778, -95.2028386543122, -95.2028308713893, -95.2028173439885, -95.202801874883, -95.2027874532209, -95.2027730154312, -95.2027586260187, -95.2027433181659, -95.2027309349647, -95.2027214360988, -95.2027100197224, -95.2026986356038, -95.202688250564, -95.2026836341906, -95.2026847542246, -95.2026868330134, -95.2026965334598, -95.2027137749262, -95.2027224843584, -95.2027310889643, 
-95.2027386541818, -95.2027510293049, -95.2027576760873, -95.2027653541941, -95.20278266017, -95.2027941652349, -95.2028076200613, 39.043088272307, 39.0430889751061, 39.0430969677484, 39.0431102590503, 39.0431175879643, 39.0431202931089, 39.0431276331852, 39.0431382360863, 39.0431474836245, 39.043156033945, 39.0431665642842, 39.0431697991974, 39.0431743615648, 39.0431749415637, 39.0431721973402, 39.0431654874946, 39.0431581306667, 39.0431507626735, 39.043140739768, 39.0431274038046, 39.0431127738797, 
39.0430995049051, 39.0430862415128, 39.0430770051469, 39.0430784330849, 39.0430718460464, 39.0430738874698, 39.0430825605893, 39.0430899341628, 39.0430952830598, 39.0430946639875, 39.0430907820939, 39.043090849075, 39.043088272307))",321.31,43.2,9.5
UKFS.03598,UKFS_004,UKFS,FRAM2,OK,2,47.67,23.8,7.27,2,1.82,13.08,19.96,67.1,0.503,"list(c(-95.2026775827557, -95.2026613906028, -95.2026383200556, -95.2026181475615, -95.2026130616705, -95.2026372527135, -95.2026549084159, -95.2026725117962, -95.2026803611834, -95.2026775827557, 39.0431077608263, 39.0431236648378, 39.0431204539054, 39.0430981849551, 39.043077849811, 39.043061992382, 39.0430719402947, 39.0430861951336, 39.0430985472189, 39.0431077608263))",322.62,23.5,11.2
UKFS.03601,UKFS_006,UKFS,CECA4,OK,2.7,49.47,18.3,9.09,3,2.13,11.29,14.94,62.6,0.391,"list(c(-95.1986543506419, -95.1986538243835, -95.1986538566138, -95.1986571292718, -95.1986625852366, -95.1986685582514, -95.1986734188941, -95.1986799181686, -95.1986853557171, -95.198688023846, -95.1986879547841, -95.1986846176672, -95.1986839578876, -95.1986789591166, -95.1986735077528, -95.1986615294858, -95.1986561471866, -95.198656211647, -95.1986573700634, -95.1986569036608, -95.1986537000667, -95.1986543506419, 39.0337512993138, 39.0337497876189, 39.0337471477318, 39.0337467897329, 39.0337460673589, 
39.0337476109331, 39.033751033765, 39.0337540890335, 39.0337548751656, 39.0337594166256, 39.0337650735266, 39.0337707113004, 39.0337801362807, 39.033788027251, 39.0337883724988, 39.0337879252377, 39.0337826135841, 39.03377733381, 39.0337716832851, 39.0337652689428, 39.0337599700407, 39.0337512993138))",319.93,15.7,7.3
UKFS.03601,UKFS_006,UKFS,CECA4,OK,2.7,49.47,18.3,9.09,3,2.13,9.26,16.24,62.6,0.391,"list(c(-95.1986543506419, -95.1986538243835, -95.1986538566138, -95.1986571292718, -95.1986625852366, -95.1986685582514, -95.1986734188941, -95.1986799181686, -95.1986853557171, -95.198688023846, -95.1986879547841, -95.1986846176672, -95.1986839578876, -95.1986789591166, -95.1986735077528, -95.1986615294858, -95.1986561471866, -95.198656211647, -95.1986573700634, -95.1986569036608, -95.1986537000667, -95.1986543506419, 39.0337512993138, 39.0337497876189, 39.0337471477318, 39.0337467897329, 39.0337460673589, 
39.0337476109331, 39.033751033765, 39.0337540890335, 39.0337548751656, 39.0337594166256, 39.0337650735266, 39.0337707113004, 39.0337801362807, 39.033788027251, 39.0337883724988, 39.0337879252377, 39.0337826135841, 39.03377733381, 39.0337716832851, 39.0337652689428, 39.0337599700407, 39.0337512993138))",319.93,15.7,7.3
UKFS.03603,UKFS_006,UKFS,JUNI,OK,2.82,47.71,16.9,9.1,2.86,2.64,8.21,14.44,54.9,0.38,"list(c(-95.1986126053454, -95.198619132247, -95.1986234436092, -95.198627736554, -95.198636423743, -95.1986462002846, -95.1986559676184, -95.198656946467, -95.1986536139497, -95.1986469765397, -95.1986392866107, -95.1986261407085, -95.1986152287639, -95.1986098464648, -95.1986077598515, -95.1986110831638, -95.1986057192848, -95.1985948625996, -95.1985883817429, -95.1985884830464, -95.1985907446347, -95.1985951757169, -95.1986038997404, -95.1986126053454, 39.0337797186527, 39.0337805111637, 39.0337843079357, 
39.0337896132144, 39.0337919269838, 39.0337942471285, 39.033797321526, 39.033806378943, 39.0338116395891, 39.0338198981206, 39.0338251332621, 39.0338310907758, 39.0338325355204, 39.0338272238652, 39.0338196685787, 39.0338151621872, 39.0338083420249, 39.0338052612475, 39.0338006974683, 39.0337924006807, 39.0337856251527, 39.033779616631, 39.0337789133887, 39.0337797186527))",319.93,15.5,8.2
UKFS.03597,UKFS_004,UKFS,QUMU,OK,2.36,51.15,21.7,7.23,2.08,1.8,22.69,17.79,74.8,0.467,"list(c(-95.2026130738936, -95.2026018412011, -95.2026052342056, -95.2026154668124, -95.2026252145621, -95.2026407168745, -95.2026437124688, -95.2026398402588, -95.2026490834159, -95.2026425650643, -95.2026309603439, -95.2026223847481, -95.2026130738936, 39.0431680869515, 39.0431540911387, 39.0431508604696, 39.0431367574796, 39.0431349568547, 39.0431287784435, 39.0431306532738, 39.043145721996, 39.0431578488339, 39.0431698838936, 39.0431589041709, 39.0431746420241, 39.0431680869515))",322.62,10,4.6
UKFS.03596,UKFS_010,UKFS,QUMU,OK,2.37,52.15,22,7.47,1.95,1.75,17.58,19.08,69,0.457,"list(c(-95.1860978434314, -95.1860532691268, -95.1860142495028, -95.1860207312478, -95.1860555582689, -95.1860777576406, -95.1860945320866, -95.1860978434314, 39.0526876735229, 39.0526978688847, 39.0526902532616, 39.0526693712514, 39.0526566567313, 39.0526586345931, 39.0526679639298, 39.0526876735229))",315.19,18.5,9.6
UKFS.03596,UKFS_010,UKFS,QUMU,OK,2.37,52.15,22,7.47,1.95,1.75,17.58,19.08,69,0.457,"list(c(-95.1860950434211, -95.1861180782527, -95.1861241402222, -95.1861241402222, -95.1861212903919, -95.1860937195145, -95.1860744310391, -95.1860950434211, 39.052626741209, 39.0526330311985, 39.0526459887296, 39.0526459887296, 39.0526607392301, 39.0526618060025, 39.0526401555278, 39.052626741209))",315.19,18.5,9.6
UKFS.03596,UKFS_010,UKFS,QUMU,OK,2.37,52.15,22,7.47,1.95,1.75,18.5,19.19,69,0.457,"list(c(-95.1860978434314, -95.1860532691268, -95.1860142495028, -95.1860207312478, -95.1860555582689, -95.1860777576406, -95.1860945320866, -95.1860978434314, 39.0526876735229, 39.0526978688847, 39.0526902532616, 39.0526693712514, 39.0526566567313, 39.0526586345931, 39.0526679639298, 39.0526876735229))",315.19,18.5,9.6
UKFS.03596,UKFS_010,UKFS,QUMU,OK,2.37,52.15,22,7.47,1.95,1.75,18.5,19.19,69,0.457,"list(c(-95.1860950434211, -95.1861180782527, -95.1861241402222, -95.1861241402222, -95.1861212903919, -95.1860937195145, -95.1860744310391, -95.1860950434211, 39.052626741209, 39.0526330311985, 39.0526459887296, 39.0526459887296, 39.0526607392301, 39.0526618060025, 39.0526401555278, 39.052626741209))",315.19,18.5,9.6
UKFS.03594,UKFS_010,UKFS,ULAM,OK,1.46,46.04,31.5,5.47,1.52,1.3,13.64,18.75,63.6,0.387,"list(c(-95.1860720816738, -95.1860758393732, -95.1860785120838, -95.1860850173419, -95.1860876292408, -95.1860881132621, -95.1860929840209, -95.1861000387931, -95.1861005415266, -95.1860955397875, -95.1860900633813, -95.186084028107, -95.1860812571581, -95.1860758041404, -95.1860708912787, -95.1860675661387, -95.1860652932423, -95.1860619634233, -95.1860548712236, -95.1860510714191, -95.1860494883759, -95.1860456932499, -95.1860424336018, -95.1860359096276, -95.1860304753218, -95.1860250784421, -95.1860202170405, 
-95.1860180751309, -95.1860105129523, -95.1860094747462, -95.1860166137261, -95.186021540622, -95.1860264862305, -95.1860297786244, -95.1860347101976, -95.186036926958, -95.1860402380639, -95.186041379191, -95.1860403503397, -95.1860409653457, -95.1860437222606, -95.1860481136759, -95.1860546516784, -95.1860639138486, -95.1860720816738, 39.052582582537, 39.0525871306248, 39.0525912951181, 39.0525939738027, 39.0526030408364, 39.0526079466148, 39.0526106155853, 39.0526129203886, 39.0526163176929, 39.0526242080405, 
39.0526264383727, 39.0526297968221, 39.0526335518174, 39.0526338965565, 39.0526346216518, 39.0526391276458, 39.0526466570635, 39.0526515401757, 39.0526522523185, 39.0526510982967, 39.0526469402794, 39.052645409139, 39.0526446354736, 39.052643465261, 39.0526423015244, 39.0526381208397, 39.0526346976299, 39.0526316677293, 39.0526263427358, 39.052622187956, 39.0526177046307, 39.0526158481818, 39.0526124832588, 39.0526106170951, 39.0526083835272, 39.0526053795317, 39.0526020048938, 39.0525978630664, 
39.0525929540497, 39.0525873005101, 39.052584676871, 39.0525820629459, 39.0525821018025, 39.0525821568488, 39.052582582537))",315.19,23,10.5
