individualID,plotID,siteID,taxonID,plntStt,ntrgnPr,crbnPrc,CNratio,extrCAC,extrCBC,extrcCC,lgnnPrc,clllsPr,lfMssPA,dryMssF,geometry,elevation,stemDiameter,height
SCBI.13005,SCBI_002,SCBI,LITU,OK,2.46,47.57,19.35,13.804,4.662,3.05,19.41,19.5,63.983573,0.302821732,"list(c(-78.1427893321328, -78.1428023283284, -78.1427963201749, -78.1427817626319, -78.1427624565738, -78.1427545557144, -78.1427758795264, -78.1427893321328, 38.8951202288502, 38.8951271139423, 38.8951429644249, 38.8951507961665, 38.8951488160875, 38.8951294036097, 38.8951150053062, 38.8951202288502))",317.05,NA,NA
SCBI.13002,SCBI_004,SCBI,FRAM2,Insect damaged,1.92,48.87,25.39,8.862,2.684,2.063,16.52,22.98,99.209149,0.488583719,"list(c(-78.1466690805501, -78.1466807527278, -78.146688859049, -78.1466967352268, -78.1466992640229, -78.1466993776904, -78.1467025372818, -78.1466967864362, -78.1466922999886, -78.1466856285558, -78.1466546893286, -78.1466467534945, -78.1466303647015, -78.1466155869405, -78.1466077107703, -78.1466039175927, -78.1466025963732, -78.1466094411306, -78.1466057047821, -78.1466039829334, -78.1466149106718, -78.1466232499607, -78.1466333707634, -78.1466501629938, -78.1466690805501, 38.8967446318129, 38.8967522546485, 
38.8967637480599, 38.8967760794709, 38.8967850983208, 38.8967937977466, 38.8968141897343, 38.896816902887, 38.8968241254642, 38.896830190617, 38.8968425989494, 38.8968441546751, 38.8968445924125, 38.8968391641481, 38.8968268327335, 38.8968133044568, 38.8968044453183, 38.8967931924565, 38.8967840138922, 38.8967629436143, 38.8967504938899, 38.8967429124524, 38.8967425141532, 38.8967360507018, 38.8967446318129))",310.82,NA,NA
SCBI.01151,SCBI_004,SCBI,JUNI,OK,2.25,47.51,21.16,9.521,3.005,3.204,16.3,14.53,65.061174,0.37599518,"list(c(-78.1465370837798, -78.146526846448, -78.1465068320735, -78.146503666806, -78.1465025728806, -78.1464938868928, -78.1464790494225, -78.1464386257606, -78.1464204554364, -78.1464095305178, -78.146402745417, -78.146388888253, -78.1463836573964, -78.1463813587886, -78.1463795204828, -78.1463748067445, -78.146376534325, -78.1463828052027, -78.14638056341, -78.1463865444229, -78.1463926987719, -78.1463906871293, -78.1463867206582, -78.1463887351976, -78.1463951196933, -78.1464179497863, -78.1464253685062, 
-78.1464424477386, -78.1464619960388, -78.1464479058646, -78.1464359438498, -78.1464326649372, -78.1464344464342, -78.146449914632, -78.1464500850839, -78.1464499117515, -78.146453187784, -78.1464660675273, -78.1464924038304, -78.146509022786, -78.1465239738774, -78.1465328871379, -78.146537487254, -78.1465370837798, 38.8969017301988, 38.8969116659151, 38.8969298613458, 38.8969459430535, 38.8969544827639, 38.896972439615, 38.8969808984721, 38.8969686044831, 38.8969618590561, 38.8969560719139, 38.8969534376277, 
38.8969446573415, 38.8969318073457, 38.8969219504922, 38.8969104176395, 38.8969002413561, 38.896884837935, 38.8968665616598, 38.8968610545181, 38.8968575033793, 38.8968487645279, 38.8968424193866, 38.8968340788166, 38.8968221871072, 38.8968126102557, 38.8968069454067, 38.8968027159807, 38.8967997642687, 38.8968197185468, 38.8968300131158, 38.8968371153988, 38.8968444976816, 38.8968516808219, 38.8968545951068, 38.8968676442446, 38.8968728319567, 38.8968836865235, 38.8968914690902, 38.8968958207958, 
38.8968945450753, 38.8968947856386, 38.8968942276334, 38.8968957044869, 38.8969017301988))",312.55,53.8,25.1
SCBI.00279,SCBI_005,SCBI,FRAM2,Insect damaged,2.24,49.67,22.2,9.989,2.955,2.64,17.455,19.33,82.019816,0.489927784,"list(c(-78.1618920346977, -78.1619027879054, -78.1619187173753, -78.161943848158, -78.1619623664755, -78.1619842778053, -78.1620078567242, -78.1620213144839, -78.1620239033442, -78.1620082630962, -78.1619900339828, -78.1619627192281, -78.1619463298039, -78.1619214289403, -78.1619010709016, -78.1618851414065, -78.1618624837407, -78.1618458643555, -78.161831832409, -78.1618237230715, -78.1618193509958, -78.1618239502725, -78.1618320003848, -78.16184396126, -78.1618604085029, -78.1618731749427, -78.1618836981949, 
-78.1618880674897, -78.1618920346977, 38.9005044965253, 38.9004972334388, 38.900498469899, 38.9005026589751, 38.9005172634686, 38.9005331846927, 38.9005475894644, 38.9005623936648, 38.9005757617008, 38.9005962734001, 38.9006034170613, 38.900616307363, 38.9006167469301, 38.9006117198441, 38.9006038194343, 38.9006025829723, 38.9006030626655, 38.9006043402314, 38.900600749306, 38.9005892569975, 38.900568706145, 38.9005519459284, 38.900540852078, 38.9005337485719, 38.9005376586468, 38.9005367403649, 
38.9005303152912, 38.9005143930825, 38.9005044965253))",269.78,103.3,30.2
SCBI.13003,SCBI_005,SCBI,LITU,OK,2.29,46.2,20.16,11.386,3.798,2.408,13.23,21.41,75.400791,0.331979372,"list(c(-78.1617110089979, -78.1616965749609, -78.1617057184454, -78.1617215322729, -78.1617429244434, -78.1617801331659, -78.1617817442869, -78.1617608120371, -78.1617480455817, -78.1617578224945, -78.1617667938507, -78.1617837588742, -78.1618094074624, -78.1618228651957, -78.1618370706643, -78.1618283884815, -78.161799290404, -78.1617625429129, -78.1617387353912, -78.161727982134, -78.1617174588401, -78.1617015871529, -78.1616840465314, -78.1616776047979, -78.1616666202314, -78.1616481597615, -78.1616509193578, 
-78.1616682286563, -78.1616835825716, -78.1616692050082, -78.1616551152411, -78.1616722510528, -78.1616927798566, -78.1617110089979, 38.9005804420844, 38.9005828767957, 38.9005814797997, 38.9005740170235, 38.9005690281479, 38.9005930495438, 38.9006054199972, 38.9006087328574, 38.9006096511288, 38.9006196269961, 38.900623417636, 38.9006300013276, 38.9006368640356, 38.9006516682537, 38.900668308067, 38.9006862655768, 38.9006919730327, 38.9006845121505, 38.9006891818762, 38.9006964449479, 38.9007028700081, 
38.9007059831537, 38.9006923762157, 38.9006793674557, 38.9006692320066, 38.9006589771052, 38.9006489209799, 38.9006451294063, 38.9006393426562, 38.9006278904661, 38.9006199498932, 38.9006031094307, 38.9005875857061, 38.9005804420844))",273.17,NA,NA
SCBI.13004,SCBI_005,SCBI,QUAL,Physically damaged,2.55,49,19.22,11.628,3.584,2.546,18.81,20.38,86.70635,0.505662441,"list(c(-78.1620424593621, -78.1620653483442, -78.1620743196823, -78.162087373898, -78.1620961152785, -78.1620995661307, -78.1620922059634, -78.1620847879407, -78.1620763922242, -78.162075530237, -78.1620770835558, -78.1620728285689, -78.1620632251953, -78.1620521263559, -78.162032286134, -78.1620230269817, -78.1620149754843, -78.1620014034954, -78.1619916844272, -78.1619862203543, -78.1619873123127, -78.1619864488889, -78.1619896683424, -78.1620033545852, -78.1620146833716, -78.1620296929629, -78.1620424593621, 
38.9003394043674, 38.9003563231672, 38.9003601137883, 38.9003627071054, 38.9003673357365, 38.9003730020979, 38.900381581932, 38.9003858121351, 38.9003890447531, 38.9003967464294, 38.9004047672522, 38.9004111521971, 38.9004142252408, 38.9004136270913, 38.9004084003066, 38.9004010980638, 38.9003939553942, 38.9003886884624, 38.90038306224, 38.9003710510745, 38.9003625113871, 38.9003519765289, 38.9003402443699, 38.9003359740301, 38.9003357341722, 38.9003403226653, 38.9003394043674))",274.31,NA,NA
SCBI.01925,SCBI_010,SCBI,ACNEN,Physically damaged,2.82,48.27,17.09,8.149,2.835,2.245,17.21,17.44,52.578604,0.320201831,"list(c(-78.1252848075358, -78.1252720985602, -78.1252503113299, -78.1252431869603, -78.1252368091491, -78.125235260631, -78.1252370482921, -78.125240789831, -78.125248899892, -78.1252607427333, -78.1252715444775, -78.1252811389037, -78.1252846413084, -78.1252848075358, 38.88479276638, 38.8847980312012, 38.8847908029498, 38.8847803056926, 38.8847716443417, 38.8847636226241, 38.8847525687266, 38.8847435106441, 38.8847367681931, 38.8847392052748, 38.8847545321603, 38.8847696991365, 38.8847797166679, 
38.88479276638))",493.28,27.4,9.1
SCBI.01496,SCBI_013,SCBI,LITU,OK,2.26,47.18,20.92,12.014,4.052,2.7,17.5,21.68,93.462309,0.458262919,"list(c(-78.1639509596316, -78.1639671720731, -78.1639694146086, -78.1639743304055, -78.1639712843765, -78.1639633525148, -78.1639549599607, -78.163946999117, -78.1639400726063, -78.1639306737082, -78.1639238901174, -78.1639180259371, -78.163915898331, -78.1639153516962, -78.1639161272031, -78.1639181958748, -78.1639223341979, -78.1639266164234, -78.1639311285005, -78.1639354397021, -78.1639367038886, -78.1639428828829, -78.1639509596316, 38.8743130254344, 38.8743268924401, 38.8743323995557, 38.8743395626923, 
38.8743461076786, 38.8743567833441, 38.8743600162876, 38.8743685169957, 38.8743732463926, 38.8743733067421, 38.8743706732003, 38.8743646873822, 38.8743587612314, 38.8743539125006, 38.8743488043027, 38.8743412616813, 38.874335295298, 38.8743310848363, 38.8743260363054, 38.8743240007998, 38.8743193914197, 38.8743128263174, 38.8743130254344))",314.28,61.2,36.8
SCBI.13010Z,SCBI_013,SCBI,QUMO4,OK,2.26,50.99,22.59,14.424,3.912,3.556,26.14,21.48,54.23244,0.279110265,"list(c(-78.1638973388814, -78.163887451272, -78.1639043523451, -78.1639109061027, -78.1639268877656, -78.1639416042562, -78.1639330977284, -78.1639198762621, -78.1639014241601, -78.1638882606421, -78.1638723948761, -78.1638585977956, -78.1638613560442, -78.1638650916578, -78.1638680797585, -78.1638780813212, -78.1638973388814, 38.8745712495491, 38.8745708110776, 38.8745730450227, 38.8745765166335, 38.8745821028509, 38.8745831795882, 38.8745959504205, 38.874598545092, 38.8746065275411, 38.8746134721206, 
38.874616585721, 38.8746121567018, 38.874602099878, 38.8745930406904, 38.8745821457974, 38.8745730463791, 38.8745712495491))",320.52,NA,NA
SCBI.01531,SCBI_013,SCBI,QURU,OK,2.78,51.18,18.42,10.488,3.056,2.388,27.5,19.91,108.717838,0.48163323,"list(c(-78.1639568246046, -78.163969068676, -78.1639848204626, -78.1639862595125, -78.1639795358445, -78.1639729280868, -78.1639693084057, -78.1639629864743, -78.1639472366358, -78.1639311410296, -78.163908835464, -78.1639048100942, -78.1639029693106, -78.1639008407219, -78.1638944588711, -78.1638918705786, -78.1638895700921, -78.1638868098996, -78.1638857166322, -78.1638891644305, -78.1638994537777, -78.1639158371634, -78.1639356123488, -78.1639568246046, 38.8744592660914, 38.8744556737799, 38.8744620980605, 
38.8744796572746, 38.8744996113637, 38.8745282652751, 38.8745460242893, 38.8745599523267, 38.8745717657587, 38.8745757174349, 38.8745658215386, 38.874553131171, 38.8745415980069, 38.8745265529998, 38.874517893408, 38.8745045245379, 38.8744946675105, 38.8744864866206, 38.8744767891605, 38.8744642181276, 38.8744586305494, 38.8744581907193, 38.8744590676578, 38.8744592660914))",320.52,80.1,28.2
SCBI.03296,SCBI_045,SCBI,FRAM2,Insect damaged,2.22,47.56,21.43,10.303,2.911,2.645,17.42,26.51,87.756802,0.447206704,"list(c(-78.1395635721336, -78.1395672955001, -78.1395705584301, -78.1395704139453, -78.1395699100437, -78.1395662864995, -78.1395612546634, -78.1395569851261, -78.1395530033619, -78.1395503159778, -78.1395504604634, -78.1395525171426, -78.1395563415295, -78.1395608553736, -78.1395635721336, 38.8906943594597, 38.8906933323418, 38.8906939812327, 38.8906967846361, 38.890699757596, 38.8907038375629, 38.8907062113547, 38.8907069490821, 38.890706639304, 38.8907038954017, 38.8907010919984, 38.8906970218102, 
38.8906944882405, 38.8906939999588, 38.8906943594597))",355.47,17.2,12.6
SCBI.03301,SCBI_045,SCBI,JUNI,OK,2.46,47.57,19.3,9.581,3.367,3.226,13.15,15.6,85.208971,0.413099706,"list(c(-78.1395992408656, -78.1395655451041, -78.1395455353207, -78.1395296083103, -78.1395213864099, -78.1395171909287, -78.1395146633302, -78.1395147808406, -78.1395197281303, -78.1395232941103, -78.1395292749794, -78.1395505533427, -78.1395609035517, -78.1395843054332, -78.1395992552031, -78.1396131102491, -78.1396202374232, -78.139618682266, -78.1396142517835, -78.139607119831, -78.1395992408656, 38.8905121415376, 38.8905163673551, 38.8905163249166, 38.8905150858016, 38.8905131293473, 38.8905056264181, 
38.8904966072583, 38.8904870696511, 38.8904781711582, 38.8904743006925, 38.8904707497837, 38.8904570645938, 38.8904558288061, 38.8904571885812, 38.8904574299073, 38.890466211057, 38.890476707331, 38.8904869231655, 38.8904984954537, 38.8905062363895, 38.8905121415376))",359.09,45.4,21
SCBI.02549,SCBI_049,SCBI,JUNI,OK,2.4,48.63,20.3,12.564,3.64,3.468,17.86,16.27,84.498609,0.389831415,"list(c(-78.1396031090561, -78.1396009500439, -78.1395948255211, -78.1395910009179, -78.1395888724756, -78.1395848176407, -78.1395782044731, -78.1395715631247, -78.1395630823194, -78.1395574182579, -78.1395509789619, -78.1395449131938, -78.1395405435868, -78.1395346798722, -78.1395318631311, -78.1395322954155, -78.1395337919219, -78.1395342242061, -78.1395383377984, -78.1395462735952, -78.1395535774532, -78.1395646753372, -78.1395764920955, -78.1395863824629, -78.1395870425835, -78.1395881044128, 
-78.1395886494181, -78.1395907472874, -78.1395941396088, -78.1395987112664, -78.1396027073467, -78.1396031090561, 38.8947425117587, 38.8947526475975, 38.8947544425921, 38.894756976137, 38.8947601683442, 38.8947635398847, 38.8947648359925, 38.8947639572222, 38.8947606639089, 38.8947607829102, 38.8947568912654, 38.8947539175042, 38.8947516024058, 38.8947456157707, 38.894742203455, 38.8947383525856, 38.894732905613, 38.8947290547435, 38.8947209144506, 38.8947193591235, 38.8947155490296, 38.8947161490229, 
38.8947164099056, 38.8947168501206, 38.8947212797646, 38.8947288021705, 38.8947336508124, 38.8947374022366, 38.8947387195613, 38.8947380217843, 38.8947394189969, 38.8947425117587))",365.07,54.4,25.3
SCBI.02574,SCBI_049,SCBI,LITU,OK,2.28,47.82,21.01,11.968,3.762,2.594,19.48,18.72,83.555385,0.339091151,"list(c(-78.1394795758324, -78.1394806376464, -78.1394839148396, -78.1394932296015, -78.1394984331817, -78.1394979139588, -78.1394942608351, -78.1394813211234, -78.1394680078843, -78.1394530854274, -78.1394449781773, -78.1394387691388, -78.1394359242344, -78.1394313831761, -78.1394298890784, -78.1394363589355, -78.1394436909571, -78.1394467403282, -78.1394515140293, -78.1394575234198, -78.1394642235058, -78.1394718139338, -78.1394774779758, -78.1394795758324, 38.8945351048629, 38.8945426272715, 38.8945443635972, 
38.894546898809, 38.8945484558022, 38.8945549005489, 38.8945613648505, 38.8945674688185, 38.8945726549008, 38.8945745884411, 38.8945722130044, 38.8945674833574, 38.8945618961605, 38.8945556502991, 38.8945519787604, 38.8945489267789, 38.8945472915685, 38.8945407473793, 38.8945370367326, 38.8945356607418, 38.8945317707631, 38.8945314724338, 38.8945313534359, 38.8945351048629))",371.52,42.7,25.4
SCBI.02577,SCBI_049,SCBI,QURU,OK,2.1,49.62,23.64,10.307,3.113,2.297,29.98,24.64,116.522785,0.448985713,"list(c(-78.1395296840467, -78.1395337388716, -78.1395638703605, -78.1395718343167, -78.1395794247466, -78.1395824153508, -78.139579109974, -78.1395855798235, -78.1395950966382, -78.1396072868924, -78.1396127488869, -78.1396149031154, -78.1396158216483, -78.1396154175519, -78.1396163360849, -78.1396175999634, -78.1396190940721, -78.1396154409588, -78.1396064127801, -78.1396056633371, -78.1396047705973, -78.1395896460885, -78.1395822577024, -78.1395761637665, -78.1395657847751, -78.1395585115063, -78.13954905344, 
-78.1395443972536, -78.139538418438, -78.1395353432935, -78.1395341945364, -78.1395331890742, -78.1395326440744, -78.1395296840467, 38.8945554133797, 38.8945520418399, 38.8945516865004, 38.8945523060498, 38.8945520077145, 38.8945502322772, 38.8945463210754, 38.8945432690868, 38.8945427914171, 38.8945439701814, 38.8945468640525, 38.8945549652342, 38.8945607317612, 38.8945667575101, 38.8945725240371, 38.8945770335698, 38.8945807051064, 38.8945871694111, 38.8945881459683, 38.8945954287111, 38.8946009555736, 
38.8946059020031, 38.8946031874648, 38.8945980388262, 38.894597099724, 38.8945939661863, 38.8945896750989, 38.8945838482395, 38.8945782806011, 38.8945735314024, 38.8945686028709, 38.8945654302197, 38.8945605815766, 38.8945554133797))",371.52,47.8,22.5
HARV.05643,HARV_033,HARV,PIAB,OK,0.97,49.23,50.8,7.81,2.41,2.14,15.78,20.89,336.4,0.432,"list(c(-72.1755177628569, -72.1755178492943, -72.1755121435871, -72.1755006300659, -72.1754887318838, -72.1754756878102, -72.1754627928514, -72.1754563178276, -72.1754497093628, -72.1754480610435, -72.1754520714199, -72.1754607280411, -72.1754731205599, -72.1754859447456, -72.1754935813303, -72.1755047339405, -72.1755139794282, -72.1755198580067, -72.1755218202313, -72.1755177628569, 42.5381892137463, 42.5381952957339, 42.5381987880474, 42.5382013060541, 42.5381985010411, 42.5381938857975, 42.5381888910685, 
42.5381817373418, 42.538173347731, 42.5381633632304, 42.5381547325228, 42.5381468812618, 42.5381437017203, 42.5381409990928, 42.5381483476798, 42.5381530501142, 42.5381594551083, 42.5381681267699, 42.5381757369329, 42.5381892137463))",356.34,42.5,28.5
HARV.05632,HARV_033,HARV,FRAM2,OK,1.74,47.28,27.1,13.08,3.72,3.91,12.71,25.4,81.6,0.445,"list(c(-72.1754823447926, -72.1754783814214, -72.1754736724845, -72.175474488813, -72.175473994464, -72.1754704627601, -72.1754650395955, -72.1754577249698, -72.1754403328407, -72.1754373581705, -72.1754360945056, -72.1754374992087, -72.1754380249029, -72.1754398456031, -72.1754423805271, -72.1754520026046, -72.1754624723487, -72.1754673854896, -72.1754783576671, -72.1754823447926, 42.5382872283702, 42.5382910129745, 42.538296695, 42.5383024949338, 42.5383084794904, 42.5383127410095, 42.5383170897204, 
42.5383215256228, 42.538315371961, 42.5383071874512, 42.5383025259699, 42.53829264914, 42.5382834338478, 42.5382756493009, 42.5382691980685, 42.5382667672581, 42.5382669056453, 42.538270156859, 42.5382784695154, 42.5382872283702))",355.18,26.5,24.9
HARV.05625,HARV_033,HARV,ACRU,Disease damaged,1.58,48.51,30.7,17.66,5.6,4.39,11.05,14.93,52.5,0.416,"list(c(-72.1755374942795, -72.1755381615005, -72.1755331856855, -72.1755256198552, -72.1755177871372, -72.1755121284335, -72.1755054572796, -72.1754986526826, -72.1754949011067, -72.1754950815582, -72.1754992097057, -72.1755047663023, -72.1755138075866, -72.175522385864, -72.175525556659, -72.1755298733488, -72.1755356341589, -72.1755374942795, 42.5382240747759, 42.5382302541939, 42.5382334644544, 42.5382338132252, 42.5382316902284, 42.538230336438, 42.5382284083018, 42.5382252442816, 42.5382221879302, 
42.53821857771, 42.5382127982529, 42.5382096854242, 42.5382071571791, 42.5382073827544, 42.5382103416744, 42.5382151108235, 42.5382209312328, 42.5382240747759))",356.34,29,23
HARV.05625,HARV_033,HARV,ACRU,Disease damaged,1.58,48.51,30.7,17.66,5.6,4.39,10.96,15.35,52.5,0.416,"list(c(-72.1755374942795, -72.1755381615005, -72.1755331856855, -72.1755256198552, -72.1755177871372, -72.1755121284335, -72.1755054572796, -72.1754986526826, -72.1754949011067, -72.1754950815582, -72.1754992097057, -72.1755047663023, -72.1755138075866, -72.175522385864, -72.175525556659, -72.1755298733488, -72.1755356341589, -72.1755374942795, 42.5382240747759, 42.5382302541939, 42.5382334644544, 42.5382338132252, 42.5382316902284, 42.538230336438, 42.5382284083018, 42.5382252442816, 42.5382221879302, 
42.53821857771, 42.5382127982529, 42.5382096854242, 42.5382071571791, 42.5382073827544, 42.5382103416744, 42.5382151108235, 42.5382209312328, 42.5382240747759))",356.34,29,23
HARV.04568,HARV_035,HARV,ACRU,Disease damaged,1.65,50.26,30.4,13.82,3.93,3.64,11.87,13.75,67.6,0.486,"list(c(-72.1781255410253, -72.1780999833879, -72.1780860323283, -72.178083283155, -72.1780941178896, -72.1781191002514, -72.1781350141646, -72.1781384571515, -72.1781255410253, 42.5398518849865, 42.5398617616013, 42.5398499791944, 42.5398333312015, 42.5398162638871, 42.5398157331181, 42.5398251469497, 42.5398452835779, 42.5398518849865))",368.43,24.7,17.5
HARV.04552,HARV_035,HARV,TSCA,Insect damaged,1.19,51.08,43.1,8.79,2.65,3.17,9.75,15.89,122,0.321,"list(c(-72.1782506039468, -72.178254567247, -72.1782595430486, -72.1782703112608, -72.1782862130986, -72.178286315407, -72.1782846597153, -72.1782817089186, -72.178277580922, -72.1782720087203, -72.178262967308, -72.1782567275947, -72.1782516806798, -72.1782467984634, -72.1782443729537, -72.178241500145, -72.1782444821403, -72.1782506039468, 42.5398271503444, 42.5398233656664, 42.5398201553145, 42.539819534525, 42.5398294827139, 42.5398339493289, 42.5398397390528, 42.5398440980574, 42.5398498775902, 
42.5398546058905, 42.5398571343061, 42.539855683204, 42.5398511962062, 42.539844714354, 42.5398398580606, 42.5398361402278, 42.5398285504894, 42.5398271503444))",364.42,39,15.8
HARV.05186,HARV_037,HARV,TSCA,Insect damaged,1.3,50.94,39.2,6.51,2.74,2.65,10.81,17.26,138.8,0.421,"list(c(-72.17915325141, -72.1791401598092, -72.1791326974294, -72.1791218131948, -72.1791193613757, -72.1791129759556, -72.1791080723203, -72.1790991281641, -72.1791011751562, -72.1791072626694, -72.1791103331557, -72.1791193307696, -72.1791278700951, -72.1791329341074, -72.1791409616831, -72.1791499058363, -72.1791523576552, -72.1791613018104, -72.1791693293853, -72.179180885727, -72.1791943821416, -72.1792048080825, -72.1792015772504, -72.179196971537, -72.1791853617357, -72.17916179074, -72.17915325141, 
42.5374036629453, 42.5374153513874, 42.5374127112632, 42.5374025550085, 42.537397978454, 42.5373871883659, 42.5373780352566, 42.5373737581516, 42.5373685477647, 42.5373584613729, 42.5373506457923, 42.5373493781273, 42.5373438682892, 42.53733638709, 42.537332179848, 42.5373364569504, 42.5373410335045, 42.5373453106063, 42.5373411033627, 42.5373333227089, 42.5373314212045, 42.5373373352817, 42.5373617851725, 42.5373735085462, 42.5373868339706, 42.5373981531054, 42.5374036629453))",366.92,58.9,21.2
HARV.05186,HARV_037,HARV,TSCA,Insect damaged,1.32,51.03,38.7,6.51,2.74,2.65,10.81,17.26,138.8,0.421,"list(c(-72.17915325141, -72.1791401598092, -72.1791326974294, -72.1791218131948, -72.1791193613757, -72.1791129759556, -72.1791080723203, -72.1790991281641, -72.1791011751562, -72.1791072626694, -72.1791103331557, -72.1791193307696, -72.1791278700951, -72.1791329341074, -72.1791409616831, -72.1791499058363, -72.1791523576552, -72.1791613018104, -72.1791693293853, -72.179180885727, -72.1791943821416, -72.1792048080825, -72.1792015772504, -72.179196971537, -72.1791853617357, -72.17916179074, -72.17915325141, 
42.5374036629453, 42.5374153513874, 42.5374127112632, 42.5374025550085, 42.537397978454, 42.5373871883659, 42.5373780352566, 42.5373737581516, 42.5373685477647, 42.5373584613729, 42.5373506457923, 42.5373493781273, 42.5373438682892, 42.53733638709, 42.537332179848, 42.5373364569504, 42.5373410335045, 42.5373453106063, 42.5373411033627, 42.5373333227089, 42.5373314212045, 42.5373373352817, 42.5373617851725, 42.5373735085462, 42.5373868339706, 42.5373981531054, 42.5374036629453))",366.92,58.9,21.2
HARV.05181,HARV_037,HARV,ACRU,Disease damaged,1.5,50.89,34,15.94,4.8,4.58,18.29,9.44,102.6,0.512,"list(c(-72.1791719494116, -72.1791688254732, -72.1791587508949, -72.1791502115569, -72.1791362033648, -72.1791212251346, -72.1791092639348, -72.1791003197664, -72.1790923456344, -72.1790823779698, -72.1790784443681, -72.1790825383604, -72.1790850971049, -72.179094659942, -72.1791076980918, -72.1791142973567, -72.1791218131948, -72.1791302456091, -72.1791356609977, -72.1791551380276, -72.1791695510433, -72.1791719494116, 42.5374317910309, 42.5374451513817, 42.5374545690127, 42.5374600788524, 42.5374632829494, 
42.5374635474694, 42.5374615411766, 42.5374572640718, 42.5374559265423, 42.5374542546297, 42.5374480410955, 42.5374376203224, 42.5374311073391, 42.5374229923098, 42.5374168486412, 42.5374054596526, 42.5374025550085, 42.5374081347089, 42.5374159852206, 42.5374150868654, 42.5374216697081, 42.5374317910309))",361.98,28.2,23.2
HARV.01135,HARV_013,HARV,ACSA3,OK,1.73,47.31,27.4,16.64,5.03,4.95,10.91,14.54,68.6,0.474,"list(c(-72.2545815378727, -72.2545377586963, -72.2545161625251, -72.2545120062925, -72.2545305710506, -72.2545629330936, -72.2545758772145, -72.2545774721578, -72.2545864393708, -72.2545884400166, -72.2546029581934, -72.2546033847909, -72.2546091830084, -72.2546063727073, -72.2545815378727, 42.3922552570813, 42.3922539900282, 42.3922328368613, 42.3922092111946, 42.3921880443588, 42.392194816389, 42.3922091245383, 42.3922208563984, 42.392218987193, 42.3922112298184, 42.3922109652318, 42.3922177805905, 
42.3922187522573, 42.3922364897535, 42.3922552570813))",184.34,41.2,22.4
HARV.01137,HARV_013,HARV,PIST,OK,1.43,51.95,36.4,9.56,2.89,2.29,18.55,18.07,188.6,0.458,"list(c(-72.2545721461619, -72.254569569452, -72.2545616913267, -72.2545484234494, -72.2545340599542, -72.2545224360803, -72.2545089169626, -72.2544962273093, -72.2544900826852, -72.2544863220333, -72.2544863817012, -72.2544917129534, -72.2545029375904, -72.2545125331349, -72.254529576574, -72.2545476857989, -72.2545560962357, -72.2545531937085, -72.2545520533471, -72.2545598568955, -72.2545670237241, -72.2545727243751, -72.2545742938035, -72.2545721461619, 42.3922718998497, 42.3922750227538, 42.3922830336488, 
42.3922874752937, 42.3922895116393, 42.3922880080419, 42.3922844094818, 42.3922769508728, 42.3922683673903, 42.3922606277546, 42.3922535283319, 42.3922450906324, 42.3922371962133, 42.3922334721774, 42.3922349953148, 42.3922424734594, 42.3922469932569, 42.3922509502377, 42.3922538695069, 42.3922547328908, 42.3922554895726, 42.3922599996002, 42.3922629286383, 42.3922718998497))",184.34,51.9,25
HARV.01137,HARV_013,HARV,PIST,OK,1.39,51.76,37.2,9.56,2.89,2.29,18.55,18.07,188.6,0.458,"list(c(-72.2545721461619, -72.254569569452, -72.2545616913267, -72.2545484234494, -72.2545340599542, -72.2545224360803, -72.2545089169626, -72.2544962273093, -72.2544900826852, -72.2544863220333, -72.2544863817012, -72.2544917129534, -72.2545029375904, -72.2545125331349, -72.254529576574, -72.2545476857989, -72.2545560962357, -72.2545531937085, -72.2545520533471, -72.2545598568955, -72.2545670237241, -72.2545727243751, -72.2545742938035, -72.2545721461619, 42.3922718998497, 42.3922750227538, 42.3922830336488, 
42.3922874752937, 42.3922895116393, 42.3922880080419, 42.3922844094818, 42.3922769508728, 42.3922683673903, 42.3922606277546, 42.3922535283319, 42.3922450906324, 42.3922371962133, 42.3922334721774, 42.3922349953148, 42.3922424734594, 42.3922469932569, 42.3922509502377, 42.3922538695069, 42.3922547328908, 42.3922554895726, 42.3922599996002, 42.3922629286383, 42.3922718998497))",184.34,51.9,25
